,0
0.0,0.0150390625
1.001001001001001e-09,0.015234375000000001
2.002002002002002e-09,0.015185546874999999
3.003003003003003e-09,0.015185546874999999
4.004004004004004e-09,0.015087890625
5.005005005005004e-09,0.015185546874999999
6.006006006006006e-09,0.015087890625
7.0070070070070065e-09,0.015087890625
8.008008008008007e-09,0.015234375000000001
9.009009009009009e-09,0.01513671875
1.0010010010010009e-08,0.015234375000000001
1.101101101101101e-08,0.0150390625
1.2012012012012012e-08,0.01513671875
1.3013013013013011e-08,0.015185546874999999
1.4014014014014013e-08,0.01513671875
1.5015015015015013e-08,0.014990234375000001
1.6016016016016014e-08,0.01513671875
1.7017017017017016e-08,0.0150390625
1.8018018018018017e-08,0.0150390625
1.9019019019019016e-08,0.015185546874999999
2.0020020020020017e-08,0.01513671875
2.102102102102102e-08,0.0150390625
2.202202202202202e-08,0.0150390625
2.3023023023023022e-08,0.014990234375000001
2.4024024024024023e-08,0.015234375000000001
2.502502502502502e-08,0.015234375000000001
2.6026026026026023e-08,0.015185546874999999
2.7027027027027024e-08,0.015185546874999999
2.8028028028028026e-08,0.01513671875
2.9029029029029028e-08,0.0150390625
3.0030030030030026e-08,0.01513671875
3.103103103103103e-08,0.014990234375000001
3.203203203203203e-08,0.015087890625
3.303303303303303e-08,0.01513671875
3.403403403403403e-08,0.015234375000000001
3.503503503503503e-08,0.015185546874999999
3.6036036036036035e-08,0.01513671875
3.7037037037037036e-08,0.0150390625
3.803803803803803e-08,0.014990234375000001
3.903903903903903e-08,0.015087890625
4.0040040040040034e-08,0.01513671875
4.1041041041041036e-08,0.01513671875
4.204204204204204e-08,0.0150390625
4.304304304304304e-08,0.0150390625
4.404404404404404e-08,0.015185546874999999
4.504504504504504e-08,0.01513671875
4.6046046046046043e-08,0.0150390625
4.7047047047047045e-08,0.015087890625
4.8048048048048046e-08,0.0150390625
4.904904904904904e-08,0.01513671875
5.005005005005004e-08,0.01513671875
5.1051051051051044e-08,0.01513671875
5.2052052052052046e-08,0.01513671875
5.305305305305305e-08,0.015087890625
5.405405405405405e-08,0.014990234375000001
5.505505505505505e-08,0.014990234375000001
5.605605605605605e-08,0.01513671875
5.7057057057057053e-08,0.01513671875
5.8058058058058055e-08,0.015087890625
5.905905905905905e-08,0.015087890625
6.006006006006005e-08,0.0150390625
6.106106106106106e-08,0.015234375000000001
6.206206206206205e-08,0.015185546874999999
6.306306306306306e-08,0.0150390625
6.406406406406406e-08,0.01513671875
6.506506506506505e-08,0.015185546874999999
6.606606606606606e-08,0.015087890625
6.706706706706706e-08,0.0150390625
6.806806806806806e-08,0.014990234375000001
6.906906906906906e-08,0.01513671875
7.007007007007007e-08,0.015087890625
7.107107107107106e-08,0.015087890625
7.207207207207207e-08,0.0150390625
7.307307307307306e-08,0.015087890625
7.407407407407407e-08,0.015087890625
7.507507507507507e-08,0.015087890625
7.607607607607606e-08,0.01513671875
7.707707707707707e-08,0.01494140625
7.807807807807807e-08,0.0150390625
7.907907907907907e-08,0.015087890625
8.008008008008007e-08,0.0150390625
8.108108108108108e-08,0.015185546874999999
8.208208208208207e-08,0.015185546874999999
8.308308308308308e-08,0.015087890625
8.408408408408407e-08,0.01513671875
8.508508508508508e-08,0.015185546874999999
8.608608608608608e-08,0.015185546874999999
8.708708708708707e-08,0.015380859375
8.808808808808808e-08,0.016650390625
8.908908908908908e-08,0.019824218750000004
9.009009009009008e-08,0.025732421875
9.109109109109108e-08,0.032958984375
9.209209209209209e-08,0.040478515625
9.309309309309308e-08,0.047998046875
9.409409409409409e-08,0.055859374999999996
9.509509509509508e-08,0.0634765625
9.609609609609609e-08,0.0712890625
9.709709709709709e-08,0.07939453125000001
9.809809809809808e-08,0.08720703125
9.909909909909909e-08,0.094873046875
1.0010010010010009e-07,0.10283203125
1.011011011011011e-07,0.1107421875
1.0210210210210209e-07,0.11845703125000001
1.031031031031031e-07,0.126171875
1.0410410410410409e-07,0.1341796875
1.051051051051051e-07,0.14228515625
1.061061061061061e-07,0.15068359375
1.0710710710710709e-07,0.15874023437499998
1.081081081081081e-07,0.165673828125
1.0910910910910909e-07,0.17050781250000002
1.101101101101101e-07,0.172900390625
1.111111111111111e-07,0.17421875
1.121121121121121e-07,0.175244140625
1.131131131131131e-07,0.1759765625
1.1411411411411411e-07,0.1767578125
1.151151151151151e-07,0.177490234375
1.1611611611611611e-07,0.17832031250000002
1.171171171171171e-07,0.17900390625
1.181181181181181e-07,0.17954101562500002
1.1911911911911911e-07,0.17988281250000002
1.201201201201201e-07,0.180078125
1.211211211211211e-07,0.18061523437500002
1.2212212212212212e-07,0.181201171875
1.231231231231231e-07,0.181884765625
1.241241241241241e-07,0.182421875
1.2512512512512512e-07,0.182861328125
1.2612612612612613e-07,0.18305664062500002
1.271271271271271e-07,0.18315429687499998
1.2812812812812811e-07,0.18334960937500003
1.2912912912912912e-07,0.18349609374999998
1.301301301301301e-07,0.183740234375
1.311311311311311e-07,0.183740234375
1.3213213213213212e-07,0.18393554687500002
1.3313313313313313e-07,0.184033203125
1.341341341341341e-07,0.184033203125
1.3513513513513512e-07,0.18393554687500002
1.3613613613613613e-07,0.183642578125
1.3713713713713714e-07,0.18354492187500002
1.3813813813813812e-07,0.18388671875
1.3913913913913913e-07,0.1841796875
1.4014014014014013e-07,0.18442382812500002
1.4114114114114111e-07,0.18466796875
1.4214214214214212e-07,0.184619140625
1.4314314314314313e-07,0.18476562500000002
1.4414414414414414e-07,0.18476562500000002
1.4514514514514512e-07,0.184814453125
1.4614614614614613e-07,0.18471679687499998
1.4714714714714714e-07,0.184814453125
1.4814814814814815e-07,0.185009765625
1.4914914914914913e-07,0.18486328125
1.5015015015015014e-07,0.18486328125
1.5115115115115114e-07,0.1849609375
1.5215215215215212e-07,0.18486328125
1.5315315315315313e-07,0.184912109375
1.5415415415415414e-07,0.184912109375
1.5515515515515515e-07,0.18505859375
1.5615615615615613e-07,0.18486328125
1.5715715715715714e-07,0.18505859375
1.5815815815815815e-07,0.185009765625
1.5915915915915916e-07,0.185302734375
1.6016016016016014e-07,0.185107421875
1.6116116116116115e-07,0.18525390625
1.6216216216216215e-07,0.18525390625
1.6316316316316314e-07,0.185302734375
1.6416416416416414e-07,0.18525390625
1.6516516516516515e-07,0.185205078125
1.6616616616616616e-07,0.185302734375
1.6716716716716714e-07,0.185302734375
1.6816816816816815e-07,0.185400390625
1.6916916916916916e-07,0.18525390625
1.7017017017017017e-07,0.18525390625
1.7117117117117115e-07,0.185302734375
1.7217217217217216e-07,0.185400390625
1.7317317317317316e-07,0.1853515625
1.7417417417417415e-07,0.185302734375
1.7517517517517515e-07,0.185302734375
1.7617617617617616e-07,0.185546875
1.7717717717717717e-07,0.1853515625
1.7817817817817815e-07,0.185400390625
1.7917917917917916e-07,0.185302734375
1.8018018018018017e-07,0.18544921875000003
1.8118118118118118e-07,0.1853515625
1.8218218218218216e-07,0.1853515625
1.8318318318318317e-07,0.1853515625
1.8418418418418417e-07,0.1853515625
1.8518518518518516e-07,0.185546875
1.8618618618618616e-07,0.18544921875000003
1.8718718718718717e-07,0.18544921875000003
1.8818818818818818e-07,0.185400390625
1.8918918918918916e-07,0.185546875
1.9019019019019017e-07,0.185546875
1.9119119119119118e-07,0.18549804687500002
1.9219219219219219e-07,0.185546875
1.9319319319319317e-07,0.18559570312499998
1.9419419419419418e-07,0.18559570312499998
1.9519519519519518e-07,0.18549804687500002
1.9619619619619617e-07,0.18564453125000002
1.9719719719719717e-07,0.185546875
1.9819819819819818e-07,0.1857421875
1.991991991991992e-07,0.185546875
2.0020020020020017e-07,0.185546875
2.0120120120120118e-07,0.18564453125000002
2.022022022022022e-07,0.185693359375
2.0320320320320317e-07,0.1857421875
2.0420420420420418e-07,0.185546875
2.0520520520520519e-07,0.185693359375
2.062062062062062e-07,0.185693359375
2.0720720720720718e-07,0.18579101562500003
2.0820820820820818e-07,0.18579101562500003
2.092092092092092e-07,0.18583984375
2.102102102102102e-07,0.18593749999999998
2.1121121121121118e-07,0.18583984375
2.122122122122122e-07,0.18579101562500003
2.132132132132132e-07,0.185693359375
2.1421421421421418e-07,0.1857421875
2.152152152152152e-07,0.185888671875
2.162162162162162e-07,0.1857421875
2.172172172172172e-07,0.18583984375
2.1821821821821819e-07,0.185888671875
2.192192192192192e-07,0.18583984375
2.202202202202202e-07,0.18579101562500003
2.212212212212212e-07,0.1857421875
2.222222222222222e-07,0.18583984375
2.232232232232232e-07,0.18593749999999998
2.242242242242242e-07,0.18583984375
2.252252252252252e-07,0.18593749999999998
2.262262262262262e-07,0.185888671875
2.272272272272272e-07,0.185693359375
2.2822822822822821e-07,0.18583984375
2.292292292292292e-07,0.18583984375
2.302302302302302e-07,0.1857421875
2.312312312312312e-07,0.18593749999999998
2.3223223223223222e-07,0.18583984375
2.332332332332332e-07,0.18598632812500002
2.342342342342342e-07,0.18593749999999998
2.3523523523523522e-07,0.18598632812500002
2.362362362362362e-07,0.18593749999999998
2.372372372372372e-07,0.18603515625
2.3823823823823822e-07,0.18579101562500003
2.392392392392392e-07,0.18603515625
2.402402402402402e-07,0.18598632812500002
2.4124124124124124e-07,0.18598632812500002
2.422422422422422e-07,0.18603515625
2.432432432432432e-07,0.18598632812500002
2.4424424424424424e-07,0.18593749999999998
2.452452452452452e-07,0.186083984375
2.462462462462462e-07,0.18603515625
2.4724724724724724e-07,0.186083984375
2.482482482482482e-07,0.18598632812500002
2.492492492492492e-07,0.18603515625
2.5025025025025023e-07,0.18603515625
2.512512512512512e-07,0.186083984375
2.5225225225225225e-07,0.185888671875
2.5325325325325323e-07,0.1861328125
