4.000000000000000000e+00,-2.419006864600000029e+02
4.200000000000000178e+00,-2.419045269400000109e+02
4.400000000000000355e+00,-2.419233552400000065e+02
4.599999999999999645e+00,-2.420120450500000118e+02
4.799999999999999822e+00,-2.420359867100000031e+02
5.000000000000000000e+00,-2.420527358399999969e+02
5.200000000000000178e+00,-2.420909387499999923e+02
5.400000000000000355e+00,-2.420790396499999986e+02
5.599999999999999645e+00,-2.421851342699999918e+02
5.799999999999999822e+00,-2.421788655899999867e+02
6.000000000000000000e+00,-2.421483574499999918e+02
6.200000000000000178e+00,-2.422121557099999904e+02
6.400000000000000355e+00,-2.422216530100000114e+02
6.599999999999999645e+00,-2.421976376300000027e+02
6.799999999999999822e+00,-2.423005586399999913e+02
7.000000000000000000e+00,-2.422170553800000050e+02
7.200000000000000178e+00,-2.422837245599999960e+02
7.400000000000000355e+00,-2.423312167900000134e+02
7.599999999999999645e+00,-2.424623850600000026e+02
7.799999999999999822e+00,-2.424146832799999913e+02
8.000000000000000000e+00,-2.424847425499999929e+02
8.199999999999999289e+00,-2.425130400399999928e+02
8.400000000000000355e+00,-2.424886030700000106e+02
8.599999999999999645e+00,-2.425115956999999867e+02
8.800000000000000711e+00,-2.424697562400000095e+02
9.000000000000000000e+00,-2.426144714099999931e+02
9.199999999999999289e+00,-2.426033650900000112e+02
9.400000000000000355e+00,-2.425602176099999951e+02
9.599999999999999645e+00,-2.425875133199999993e+02
9.800000000000000711e+00,-2.426376622900000086e+02
1.000000000000000000e+01,-2.426303646899999933e+02
1.100000000000000000e+01,-2.427495257999999865e+02
1.200000000000000000e+01,-2.428705086999999878e+02
1.300000000000000000e+01,-2.429763072799999861e+02
1.400000000000000000e+01,-2.430031259799999930e+02
1.500000000000000000e+01,-2.430119988700000135e+02
1.600000000000000000e+01,-2.431131788099999937e+02
1.700000000000000000e+01,-2.432284299300000043e+02
1.800000000000000000e+01,-2.433654918599999917e+02
1.900000000000000000e+01,-2.434348408600000084e+02
2.000000000000000000e+01,-2.434758615400000110e+02
2.100000000000000000e+01,-2.435309298299999909e+02
2.200000000000000000e+01,-2.435754176799999868e+02
