2.300000000000000000e+01,-2.436502611699999932e+02
2.400000000000000000e+01,-2.437899657499999932e+02
2.500000000000000000e+01,-2.438177056700000094e+02
2.600000000000000000e+01,-2.438999564300000031e+02
2.700000000000000000e+01,-2.439521161700000107e+02
2.800000000000000000e+01,-2.438304826199999980e+02
2.900000000000000000e+01,-2.440734547899999995e+02
3.000000000000000000e+01,-2.441865673499999900e+02
3.100000000000000000e+01,-2.441826925599999925e+02
3.200000000000000000e+01,-2.441254999600000133e+02
3.300000000000000000e+01,-2.442862329200000033e+02
3.400000000000000000e+01,-2.443328551399999924e+02
3.500000000000000000e+01,-2.444416501999999980e+02
3.600000000000000000e+01,-2.444783175800000095e+02
3.700000000000000000e+01,-2.445705880200000024e+02
3.800000000000000000e+01,-2.446505700300000115e+02
3.900000000000000000e+01,-2.445924428399999897e+02
4.000000000000000000e+01,-2.447062545000000000e+02
4.100000000000000000e+01,-2.447560603199999889e+02
4.200000000000000000e+01,-2.447828236500000116e+02
4.300000000000000000e+01,-2.448272850300000130e+02
4.400000000000000000e+01,-2.449915400300000101e+02
4.500000000000000000e+01,-2.449090865400000041e+02
4.600000000000000000e+01,-2.450514242799999920e+02
4.700000000000000000e+01,-2.451096901699999933e+02
4.800000000000000000e+01,-2.451191753399999982e+02
4.900000000000000000e+01,-2.451771903700000053e+02
5.000000000000000000e+01,-2.451670682300000124e+02
5.100000000000000000e+01,-2.453034916199999884e+02
5.200000000000000000e+01,-2.453171552500000132e+02
5.300000000000000000e+01,-2.453669562599999949e+02
5.400000000000000000e+01,-2.454110202299999912e+02
5.500000000000000000e+01,-2.454451344699999993e+02
5.600000000000000000e+01,-2.454442578000000026e+02
5.700000000000000000e+01,-2.455289212499999962e+02
5.800000000000000000e+01,-2.455907562900000016e+02
5.900000000000000000e+01,-2.456311451500000089e+02
6.000000000000000000e+01,-2.456430552399999954e+02
6.100000000000000000e+01,-2.457567768899999976e+02
6.200000000000000000e+01,-2.457477918699999861e+02
6.300000000000000000e+01,-2.458317109200000061e+02
6.400000000000000000e+01,-2.457882663199999911e+02
6.500000000000000000e+01,-2.458717989799999941e+02
6.600000000000000000e+01,-2.459662585899999954e+02
6.700000000000000000e+01,-2.459890419600000087e+02
6.800000000000000000e+01,-2.460438702900000010e+02
6.900000000000000000e+01,-2.460661389100000065e+02
7.000000000000000000e+01,-2.460549501799999916e+02
7.100000000000000000e+01,-2.461446019299999932e+02
7.200000000000000000e+01,-2.461080341599999883e+02
7.300000000000000000e+01,-2.461771900100000039e+02
7.400000000000000000e+01,-2.462296209099999942e+02
7.500000000000000000e+01,-2.462603597199999967e+02
7.600000000000000000e+01,-2.462983574600000054e+02
7.700000000000000000e+01,-2.463253012700000113e+02
7.800000000000000000e+01,-2.463467629799999941e+02
7.900000000000000000e+01,-2.464557064800000035e+02
8.000000000000000000e+01,-2.464774043900000038e+02
8.100000000000000000e+01,-2.465252713099999937e+02
8.200000000000000000e+01,-2.465539991800000053e+02
8.300000000000000000e+01,-2.465790089200000068e+02
8.400000000000000000e+01,-2.465766580000000090e+02
8.500000000000000000e+01,-2.467088621400000079e+02
8.600000000000000000e+01,-2.467039671999999939e+02
8.700000000000000000e+01,-2.467442981599999996e+02
8.800000000000000000e+01,-2.468190575499999966e+02
8.900000000000000000e+01,-2.468534134600000129e+02
9.000000000000000000e+01,-2.468820639399999948e+02
9.100000000000000000e+01,-2.469469902099999956e+02
9.200000000000000000e+01,-2.468530078800000069e+02
9.300000000000000000e+01,-2.470004011400000081e+02
9.400000000000000000e+01,-2.469735008300000061e+02
9.500000000000000000e+01,-2.470102440199999876e+02
9.600000000000000000e+01,-2.470642041700000107e+02
9.700000000000000000e+01,-2.470991359999999872e+02
9.800000000000000000e+01,-2.471293046700000104e+02
9.900000000000000000e+01,-2.472039121100000045e+02
1.000000000000000000e+02,-2.471561996300000033e+02
1.000000000000000000e+02,-2.355754904099999862e+02
1.050000000000000000e+02,-2.350091589799999952e+02
1.100000000000000000e+02,-2.345886002800000085e+02
1.150000000000000000e+02,-2.344101583899999923e+02
1.200000000000000000e+02,-2.341673403800000131e+02
1.250000000000000000e+02,-2.339788611099999969e+02
1.300000000000000000e+02,-2.336447408900000084e+02
1.350000000000000000e+02,-2.335220342199999948e+02
1.400000000000000000e+02,-2.332314224300000092e+02
1.450000000000000000e+02,-2.331667420299999947e+02
1.500000000000000000e+02,-2.330528816800000129e+02
1.550000000000000000e+02,-2.328397022100000129e+02
1.600000000000000000e+02,-2.327245469499999899e+02
1.650000000000000000e+02,-2.325897368400000005e+02
1.700000000000000000e+02,-2.323565303999999969e+02
1.750000000000000000e+02,-2.322837910499999907e+02
1.800000000000000000e+02,-2.320915412100000026e+02
1.850000000000000000e+02,-2.319603750599999898e+02
1.900000000000000000e+02,-2.318552034500000048e+02
1.950000000000000000e+02,-2.317291206799999941e+02
2.000000000000000000e+02,-2.316643180899999948e+02
2.200000000000000000e+02,-2.312987435500000117e+02
2.400000000000000000e+02,-2.308406577000000084e+02
2.600000000000000000e+02,-2.304852611299999978e+02
2.800000000000000000e+02,-2.301739508199999875e+02
3.000000000000000000e+02,-2.299534909500000026e+02
3.200000000000000000e+02,-2.296897951599999885e+02
3.400000000000000000e+02,-2.294785865999999999e+02
3.600000000000000000e+02,-2.292486862300000041e+02
3.800000000000000000e+02,-2.291971991400000093e+02
4.000000000000000000e+02,-2.290219057799999973e+02
4.200000000000000000e+02,-2.288658516499999962e+02
4.400000000000000000e+02,-2.288410555899999963e+02
4.600000000000000000e+02,-2.287977106399999911e+02
4.800000000000000000e+02,-2.286044851100000130e+02
5.000000000000000000e+02,-2.285626857999999970e+02
5.200000000000000000e+02,-2.285704257099999950e+02
5.400000000000000000e+02,-2.284227429299999983e+02
5.600000000000000000e+02,-2.284637211200000024e+02
5.800000000000000000e+02,-2.282749514900000065e+02
6.000000000000000000e+02,-2.283390041700000097e+02
6.200000000000000000e+02,-2.283749937000000045e+02
6.400000000000000000e+02,-2.282733338300000128e+02
6.600000000000000000e+02,-2.282526526199999921e+02
6.800000000000000000e+02,-2.282671355200000107e+02
7.000000000000000000e+02,-2.282702042299999903e+02
7.200000000000000000e+02,-2.282137157200000104e+02
7.400000000000000000e+02,-2.282746360900000013e+02
7.600000000000000000e+02,-2.281509578700000134e+02
7.800000000000000000e+02,-2.282315303800000095e+02
8.000000000000000000e+02,-2.281789998799999921e+02
8.200000000000000000e+02,-2.281327818400000069e+02
8.400000000000000000e+02,-2.283203068900000119e+02
8.600000000000000000e+02,-2.282317113199999881e+02
8.800000000000000000e+02,-2.283733230199999866e+02
9.000000000000000000e+02,-2.283396465499999977e+02
9.200000000000000000e+02,-2.282098781599999882e+02
9.400000000000000000e+02,-2.282409622499999955e+02
9.600000000000000000e+02,-2.282743126999999959e+02
9.800000000000000000e+02,-2.282524700099999961e+02
1.000000000000000000e+03,-2.282502017299999864e+02
1.020000000000000000e+03,-2.283236522900000125e+02
1.040000000000000000e+03,-2.282518132900000012e+02
1.060000000000000000e+03,-2.284514524699999924e+02
1.080000000000000000e+03,-2.283717417899999873e+02
1.100000000000000000e+03,-2.284521139299999959e+02
